ncc,ncc_diachi,tccs,ten,kihieu,klt,hlv,klh,cong,hamluongvang,maso
DNTN KIM LOAN TUẤN,13 BA HAT Q6 P5 HCM,12200/KLOAN,NHẪN,1.41 chỉ,1.32 chỉ,0 chỉ,300,610,N123
